iter	Passed	Remaining
360	1579	2795
361	1583	2791
362	1588	2787
363	1593	2784
364	1598	2780
365	1603	2777
366	1610	2777
367	1614	2772
368	1617	2766
369	1623	2763
370	1625	2756
371	1630	2752
372	1634	2748
373	1639	2744
374	1643	2739
375	1648	2735
376	1652	2731
377	1657	2726
378	1661	2722
379	1666	2718
380	1670	2714
381	1675	2710
382	1679	2706
383	1684	2702
384	1688	2696
385	1692	2692
386	1697	2688
387	1701	2683
388	1706	2679
389	1714	2681
390	1718	2676
391	1723	2672
392	1727	2668
393	1731	2663
394	1736	2659
395	1742	2657
396	1745	2651
397	1750	2647
398	1754	2643
399	1759	2639
400	1763	2634
401	1768	2630
402	1772	2626
403	1777	2622
404	1781	2617
405	1786	2614
406	1791	2609
407	1795	2605
408	1800	2601
409	1804	2597
410	1809	2593
411	1813	2588
412	1818	2584
413	1824	2582
414	1827	2575
415	1832	2572
416	1836	2567
417	1841	2563
418	1845	2559
419	1849	2554
420	1854	2550
421	1858	2545
422	1863	2541
423	1867	2537
424	1872	2533
425	1878	2531
426	1881	2525
427	1886	2521
428	1893	2519
429	1896	2513
430	1900	2509
431	1904	2504
432	1909	2500
433	1913	2496
434	1918	2491
435	1922	2487
436	1927	2483
437	1931	2478
438	1936	2474
439	1940	2469
440	1944	2465
441	1949	2460
442	1953	2456
443	1958	2452
444	1962	2447
445	1967	2443
446	1973	2441
447	1976	2434
448	1980	2430
449	1985	2426
450	1989	2421
451	1994	2417
452	1998	2413
453	2003	2409
454	2007	2404
455	2012	2400
456	2017	2396
457	2021	2392
458	2025	2387
459	2030	2383
460	2034	2379
461	2039	2374
462	2044	2370
463	2048	2366
464	2055	2364
465	2058	2359
466	2063	2354
467	2066	2348
468	2071	2344
469	2075	2340
470	2079	2335
471	2084	2331
472	2089	2328
473	2096	2326
474	2100	2321
475	2103	2315
476	2108	2311
477	2113	2307
478	2117	2303
479	2122	2299
480	2127	2295
481	2131	2291
482	2136	2286
483	2140	2282
484	2146	2279
485	2150	2274
486	2155	2270
487	2159	2266
488	2164	2261
489	2168	2257
490	2178	2258
491	2182	2253
492	2190	2252
493	2193	2246
494	2200	2244
495	2203	2238
496	2213	2240
497	2222	2240
498	2225	2234
499	2229	2229
500	2235	2226
501	2238	2220
502	2243	2217
503	2250	2214
504	2253	2208
505	2258	2205
506	2263	2201
507	2268	2196
508	2272	2192
509	2278	2188
510	2281	2183
511	2286	2179
512	2291	2174
513	2295	2170
514	2300	2166
515	2305	2162
516	2309	2157
517	2314	2153
518	2319	2149
519	2324	2145
520	2329	2141
521	2333	2137
522	2338	2132
523	2342	2128
524	2347	2123
525	2351	2119
526	2355	2114
527	2360	2110
528	2364	2105
529	2369	2101
530	2374	2097
531	2379	2093
532	2383	2088
533	2388	2084
534	2392	2079
535	2397	2075
536	2401	2070
537	2406	2066
538	2411	2062
539	2415	2057
540	2419	2053
541	2424	2048
542	2428	2043
543	2432	2039
544	2437	2034
545	2441	2030
546	2445	2025
547	2450	2020
548	2454	2016
549	2458	2011
550	2463	2007
551	2467	2002
552	2473	1999
553	2476	1994
554	2481	1989
555	2486	1985
556	2490	1980
557	2495	1976
558	2499	1971
559	2503	1967
560	2508	1962
561	2512	1958
562	2517	1953
563	2521	1949
564	2526	1944
565	2530	1940
566	2535	1936
567	2539	1931
568	2544	1927
569	2548	1922
570	2552	1917
571	2557	1913
572	2561	1909
573	2566	1904
574	2570	1899
575	2575	1895
576	2579	1891
577	2585	1887
578	2590	1883
579	2593	1878
580	2598	1873
581	2602	1869
582	2607	1865
583	2614	1862
584	2619	1858
585	2624	1854
586	2628	1849
587	2633	1845
588	2638	1840
589	2643	1836
590	2647	1832
591	2652	1828
592	2655	1822
593	2660	1818
594	2664	1813
595	2668	1809
596	2673	1804
597	2677	1799
598	2682	1795
599	2686	1790
600	2690	1786
601	2695	1781
602	2701	1778
603	2704	1772
604	2708	1768
605	2713	1763
606	2717	1759
607	2722	1755
608	2728	1751
609	2731	1746
610	2737	1742
611	2740	1737
612	2744	1732
613	2749	1728
614	2754	1724
615	2758	1719
616	2764	1716
617	2767	1710
618	2772	1706
619	2777	1702
620	2781	1697
621	2786	1693
622	2790	1688
623	2795	1684
624	2799	1679
625	2803	1675
626	2808	1670
627	2812	1666
628	2817	1661
629	2821	1657
630	2826	1652
631	2830	1648
632	2835	1643
633	2839	1639
634	2844	1634
635	2848	1630
636	2853	1625
637	2857	1621
638	2862	1617
639	2867	1613
640	2872	1608
641	2876	1604
642	2881	1599
643	2885	1595
644	2890	1590
645	2895	1586
646	2899	1582
647	2904	1577
648	2908	1573
649	2913	1568
650	2917	1564
651	2923	1560
652	2928	1556
653	2935	1552
654	2940	1548
655	2944	1543
656	2950	1540
657	2954	1535
658	2958	1530
659	2962	1526
660	2967	1522
661	2972	1517
662	2979	1514
663	2983	1509
664	2986	1504
665	2991	1500
666	2995	1495
667	3001	1491
668	3004	1486
669	3007	1481
670	3012	1477
671	3018	1473
672	3020	1467
673	3023	1462
674	3025	1456
675	3027	1451
676	3029	1445
677	3031	1439
678	3033	1434
679	3035	1428
680	3037	1422
681	3039	1417
682	3041	1411
683	3043	1406
684	3045	1400
685	3049	1395
686	3053	1391
687	3058	1386
688	3062	1382
689	3066	1377
690	3071	1373
691	3075	1369
692	3080	1364
693	3085	1360
694	3089	1355
695	3096	1352
696	3100	1347
697	3105	1343
698	3109	1338
699	3114	1334
700	3119	1330
701	3123	1325
702	3127	1321
703	3133	1317
704	3135	1312
705	3141	1308
706	3145	1303
707	3150	1299
708	3153	1294
709	3156	1289
710	3161	1285
711	3165	1280
712	3170	1276
713	3174	1271
714	3179	1267
715	3183	1262
716	3188	1258
717	3194	1254
718	3198	1250
719	3203	1245
720	3208	1241
721	3212	1236
722	3217	1232
723	3220	1227
724	3224	1223
725	3229	1218
726	3233	1214
727	3238	1209
728	3242	1205
729	3247	1201
730	3251	1196
731	3258	1193
732	3264	1189
733	3268	1184
734	3273	1180
735	3278	1176
736	3284	1171
737	3286	1166
738	3291	1162
739	3296	1158
740	3301	1153
741	3305	1149
742	3310	1145
743	3317	1141
744	3320	1136
745	3326	1132
746	3329	1127
747	3335	1123
748	3339	1118
749	3343	1114
750	3348	1110
751	3352	1105
752	3356	1101
753	3361	1096
754	3367	1092
755	3370	1087
756	3375	1083
757	3380	1079
758	3384	1074
759	3394	1072
760	3400	1067
761	3405	1063
762	3410	1059
763	3415	1054
764	3419	1050
765	3421	1045
766	3423	1039
767	3424	1034
768	3426	1029
769	3428	1024
770	3431	1019
771	3433	1014
772	3435	1008
773	3438	1003
774	3439	998
775	3442	993
776	3444	988
777	3448	983
778	3451	979
779	3454	974
780	3457	969
781	3463	965
782	3467	960
783	3471	956
784	3473	951
785	3475	946
786	3476	941
787	3478	935
788	3480	930
789	3482	925
790	3484	920
791	3485	915
792	3487	910
793	3489	905
794	3491	900
795	3492	895
796	3494	890
797	3496	884
798	3497	879
799	3499	874
800	3501	869
801	3503	864
802	3504	859
803	3506	854
804	3508	849
805	3509	844
806	3511	839
807	3513	834
808	3515	829
809	3516	824
810	3518	819
811	3520	815
812	3521	810
813	3523	805
814	3525	800
815	3527	795
816	3528	790
817	3530	785
818	3532	780
819	3533	775
820	3535	770
821	3536	765
822	3538	761
823	3540	756
824	3542	751
825	3543	746
826	3545	741
827	3547	736
828	3548	732
829	3550	727
830	3552	722
831	3553	717
832	3555	712
833	3557	708
834	3558	703
835	3560	698
836	3562	693
837	3564	689
838	3565	684
839	3567	679
840	3569	674
841	3570	670
842	3572	665
843	3574	660
844	3575	655
845	3577	651
846	3579	646
847	3581	641
848	3582	637
849	3584	632
850	3586	627
851	3587	623
852	3589	618
853	3591	613
854	3592	609
855	3594	604
856	3596	600
857	3598	595
858	3599	590
859	3601	586
860	3602	581
861	3604	577
862	3606	572
863	3608	567
864	3609	563
865	3611	558
866	3613	554
867	3615	549
868	3617	545
869	3619	540
870	3620	536
871	3622	531
872	3624	527
873	3625	522
874	3627	518
875	3629	513
876	3630	509
877	3632	504
878	3634	500
879	3636	495
880	3638	491
881	3640	487
882	3642	482
883	3644	478
884	3645	473
885	3647	469
886	3649	464
887	3651	460
888	3652	456
889	3654	451
890	3656	447
891	3657	442
892	3659	438
893	3661	434
894	3662	429
895	3664	425
896	3666	420
897	3668	416
898	3669	412
899	3671	407
900	3673	403
901	3674	399
902	3676	394
903	3678	390
904	3680	386
905	3681	381
906	3683	377
907	3685	373
908	3686	369
909	3688	364
910	3690	360
911	3691	356
912	3693	351
913	3695	347
914	3696	343
915	3698	339
916	3700	334
917	3702	330
918	3703	326
919	3705	322
920	3707	317
921	3708	313
922	3710	309
923	3712	305
924	3713	301
925	3715	296
926	3717	292
927	3718	288
928	3720	284
929	3722	280
930	3724	276
931	3725	271
932	3727	267
933	3729	263
934	3730	259
935	3732	255
936	3734	251
937	3735	246
938	3737	242
939	3739	238
940	3740	234
941	3742	230
942	3744	226
943	3745	222
944	3747	218
945	3749	214
946	3750	209
947	3752	205
948	3754	201
949	3755	197
950	3757	193
951	3759	189
952	3761	185
953	3763	181
954	3764	177
955	3766	173
956	3768	169
957	3770	165
958	3771	161
959	3773	157
960	3775	153
961	3778	149
962	3780	145
963	3782	141
964	3783	137
965	3785	133
966	3787	129
967	3789	125
968	3790	121
969	3792	117
970	3794	113
971	3795	109
972	3797	105
973	3799	101
974	3801	97
975	3803	93
976	3805	89
977	3807	85
978	3809	81
979	3811	77
980	3813	73
981	3815	69
982	3817	66
983	3818	62
984	3820	58
985	3822	54
986	3824	50
987	3825	46
988	3827	42
989	3829	38
990	3831	34
991	3833	30
992	3834	27
993	3836	23
994	3838	19
995	3840	15
996	3842	11
997	3844	7
998	3846	3
999	3847	0
