iter	Logloss
200	0.2059492385
201	0.2056930706
202	0.2054599157
203	0.2050723325
204	0.204888799
205	0.2047255821
206	0.2044787592
207	0.2041437079
208	0.2039550952
209	0.20371338
210	0.2034014416
211	0.2032170806
212	0.2029845535
213	0.2026808045
214	0.2023773407
215	0.2021842339
216	0.2019491102
217	0.2017458166
218	0.2015080534
219	0.2013326951
220	0.2010494195
221	0.2006457
222	0.2004072663
223	0.2002028171
224	0.2001108648
225	0.1999251199
226	0.1997197291
227	0.1994889996
228	0.19934881
229	0.1991080935
230	0.1988492291
231	0.1986250625
232	0.1983458816
233	0.1980804258
234	0.1978479843
235	0.1976458321
236	0.1974420819
237	0.1972522709
238	0.1970847738
239	0.1967540597
240	0.1965073224
241	0.1962676046
242	0.1960658233
243	0.1958758839
244	0.1957127525
245	0.1955305459
246	0.1953329307
247	0.1950586719
248	0.194925088
249	0.1947884936
250	0.1945197991
251	0.1943178467
252	0.1939097757
253	0.1937149569
254	0.1933453646
255	0.1931615743
256	0.1929374078
257	0.1926563151
258	0.1924641356
259	0.1922456047
260	0.1920141904
261	0.1918586064
262	0.1916408601
263	0.1914571412
264	0.1912032418
265	0.1910184242
266	0.1908381865
267	0.1905200561
268	0.1903169479
269	0.1900492949
270	0.1899251559
271	0.1896305521
272	0.18951319
273	0.1892253489
274	0.1890757571
275	0.1888599226
276	0.1885125587
277	0.1883192236
278	0.1880707743
279	0.1876739602
280	0.1875624904
281	0.1872824535
282	0.187110776
283	0.1868960402
284	0.1866586051
285	0.1864267771
286	0.1862652009
287	0.1861437012
288	0.1859429758
289	0.1858158406
290	0.1856638091
291	0.1855003211
292	0.1852707473
293	0.184979211
294	0.1847446151
295	0.1845326042
296	0.1843679463
297	0.184183357
298	0.1840538963
299	0.1838245936
300	0.1835893272
301	0.1833251126
302	0.1831745221
303	0.182989676
304	0.1828083254
305	0.1824294595
306	0.1822000711
307	0.1820306194
308	0.1818288667
309	0.1816096081
310	0.1814350201
311	0.1812516436
312	0.1809959465
313	0.1807176787
314	0.1805168534
315	0.1803628102
316	0.1801642391
317	0.1799823749
318	0.1798475496
319	0.1796509902
320	0.1793777302
321	0.1791874198
322	0.1790172547
323	0.178860087
324	0.1787680064
325	0.1785930189
326	0.1783562545
327	0.178127979
328	0.1779432756
329	0.1777520235
330	0.1775316949
331	0.1773206828
332	0.177100882
333	0.1768860177
334	0.1766970627
335	0.1764353591
336	0.1762390422
337	0.1760210819
338	0.1758299012
339	0.1755188616
340	0.1753224448
341	0.1750848957
342	0.1748652946
343	0.1747121931
344	0.1743297889
345	0.1742143671
346	0.1739436609
347	0.1737181105
348	0.1734684627
349	0.1733662952
350	0.1730318145
351	0.1728653161
352	0.1726939668
353	0.1725253711
354	0.1723405964
355	0.1721875947
356	0.172002606
357	0.171801638
358	0.1716306168
359	0.1713558873
360	0.1712177093
361	0.1710491849
362	0.1708430094
363	0.1706988106
364	0.1705175028
365	0.1702924802
366	0.1701327159
367	0.1699577143
368	0.1698063961
369	0.1697158564
370	0.1695409403
371	0.1693707039
372	0.1691608331
373	0.169050519
374	0.1689125835
375	0.168730491
376	0.1686388812
377	0.1683678041
378	0.1681107231
379	0.1679584205
380	0.1677455822
381	0.1675909826
382	0.167409789
383	0.1672036847
384	0.1669067269
385	0.1666834734
386	0.1664621604
387	0.1662564556
388	0.165955988
389	0.1657707853
390	0.1656154581
391	0.1654699467
392	0.1652235519
393	0.1649704086
394	0.1648015989
395	0.164620976
396	0.1643828989
397	0.1641600022
398	0.1639135502
399	0.1637722335
400	0.1635018269
401	0.1633016578
402	0.1630879206
403	0.1628022481
404	0.1626219961
405	0.1624358375
406	0.1622448565
407	0.1620959495
408	0.161962066
409	0.1617269993
410	0.1615766942
411	0.1613447235
412	0.1611741161
413	0.1609986436
414	0.1607927391
415	0.1606390241
416	0.1604907021
417	0.1603568471
418	0.1600865261
419	0.1599418993
420	0.1597491778
421	0.1596152514
422	0.1594270382
423	0.1593232014
424	0.1591716408
425	0.1589935859
426	0.1588683197
427	0.1586279171
428	0.1585049195
429	0.1583165494
430	0.1581850484
431	0.1579817691
432	0.1577858374
433	0.1576204804
434	0.1574081128
435	0.157239617
436	0.1569276358
437	0.1567453863
438	0.156558229
439	0.1564035438
440	0.1561847132
441	0.155975085
442	0.1556770285
443	0.1555116002
444	0.1553083779
445	0.1551217484
446	0.1549402694
447	0.1546809485
448	0.1545401881
449	0.1544163059
450	0.1542480811
451	0.1541177644
452	0.1539292088
453	0.1537316649
454	0.1535974247
455	0.1534600314
456	0.1533038339
457	0.1531238815
458	0.1529297902
459	0.1527284798
460	0.1525055973
461	0.1523134464
462	0.1521060296
463	0.1519390318
464	0.151665729
465	0.1515456419
466	0.1514230579
467	0.1513109747
468	0.1510724268
469	0.150918512
470	0.1507810331
471	0.150620798
472	0.1504903814
473	0.1502998712
474	0.150181168
475	0.14992286
476	0.1497721411
477	0.1495498008
478	0.1493646409
479	0.1491673823
480	0.148980068
481	0.1488066785
482	0.1486462009
483	0.1484523664
484	0.1483054141
485	0.1480694343
486	0.1478919359
487	0.1477055489
488	0.1475358689
489	0.1473702265
490	0.1472233027
491	0.1470513542
492	0.1469120776
493	0.1466928476
494	0.1465331974
495	0.1463714642
496	0.1462384224
497	0.1461782148
498	0.1460050678
499	0.1458862647
500	0.1458090791
501	0.14561329
502	0.1453975269
503	0.1452096277
504	0.1449648878
505	0.144843859
506	0.1446957225
507	0.1445250723
508	0.1443418384
509	0.1441724866
510	0.1440129505
511	0.1438880981
512	0.1437300316
513	0.1436052791
514	0.1433990607
515	0.1432857219
516	0.1430630677
517	0.142898638
518	0.142721054
519	0.1425710199
520	0.1424136383
521	0.1422554576
522	0.1419958513
523	0.1418315215
524	0.1417034447
525	0.1415825728
526	0.1414649682
527	0.1412857291
528	0.1411744733
529	0.1409807531
530	0.1408818955
531	0.1407844504
532	0.1405523799
533	0.1403581317
534	0.1402048875
535	0.1400485616
536	0.1398738453
537	0.1396427021
538	0.139545685
539	0.1393935394
540	0.1392429917
541	0.1390149445
542	0.1388408559
543	0.1386390604
544	0.1384838188
545	0.1382849338
546	0.1381087907
547	0.1379955804
548	0.1378446189
549	0.1376685757
550	0.1375034184
551	0.1374060019
552	0.1372639574
553	0.1371285901
554	0.1369614354
555	0.1367151261
556	0.1365018883
557	0.1363612421
558	0.1361370755
559	0.1360307134
560	0.1359342385
561	0.1356908541
562	0.1355287499
563	0.1353642774
564	0.1352250294
565	0.1351026595
566	0.134908554
567	0.1347624006
568	0.1346038633
569	0.1344591081
570	0.1343584529
571	0.1342537458
572	0.1341140412
573	0.1339859358
574	0.1338643363
575	0.1337448341
576	0.133677179
577	0.1335459348
578	0.1333111392
579	0.1332134088
580	0.1330842049
581	0.1328089903
582	0.1327089913
583	0.1325530364
584	0.1324103642
585	0.1322244909
586	0.1320831741
587	0.1319712193
588	0.1317693809
589	0.1316193041
590	0.1315244271
591	0.1313436329
592	0.1311839827
593	0.1310201523
594	0.130808441
595	0.1305821487
596	0.1304551705
597	0.1303269082
598	0.1302185915
599	0.1301064083
600	0.1299786882
601	0.1298391833
602	0.1297494996
603	0.1295759247
604	0.1295183422
605	0.1293757841
606	0.1293290733
607	0.1291662843
608	0.1289777858
609	0.1288114729
610	0.1286962936
611	0.1286113466
612	0.1285608977
613	0.1284108637
614	0.1282243483
615	0.1280217539
616	0.1278081879
617	0.1275575129
618	0.1273879898
619	0.1273098625
620	0.1272018597
621	0.1270365882
622	0.1269889643
623	0.1268215242
624	0.1266924344
625	0.1265328698
626	0.126377186
627	0.1261878457
628	0.1260794291
629	0.1259473575
630	0.1257563765
631	0.1255828872
632	0.1254936457
633	0.1253489476
634	0.1252345531
635	0.1251030664
636	0.1249363397
637	0.1247942667
638	0.124708321
639	0.124473397
640	0.1243185977
641	0.124270617
642	0.1240722314
643	0.1239454957
644	0.1237709934
645	0.123659652
646	0.1235412198
647	0.123488531
648	0.123329266
649	0.1232721116
650	0.1230769218
651	0.122956321
652	0.1228314115
653	0.1226394318
654	0.122583276
655	0.1224920942
656	0.1223769293
657	0.1222123997
658	0.1220470855
659	0.1218857946
660	0.121704872
661	0.1216109794
662	0.1213741579
663	0.1212579371
664	0.1211753014
665	0.1210673699
666	0.1208893008
667	0.1208222306
668	0.1206716829
669	0.1205146722
670	0.1203591452
671	0.1202835718
672	0.1201563653
673	0.1200453093
674	0.1199411443
675	0.1197756018
676	0.1196137901
677	0.1194911991
678	0.1193971638
679	0.1191598786
680	0.11904863
681	0.1188939305
682	0.1186928912
683	0.1185515173
684	0.1183604579
685	0.118253732
686	0.1180574436
687	0.1178659989
688	0.1176879583
689	0.1176178849
690	0.1175749691
691	0.1174670447
692	0.1172793523
693	0.1171970305
694	0.117146924
695	0.1170440431
696	0.1169260318
697	0.1167903791
698	0.1166619528
699	0.1164540866
700	0.1163599657
701	0.1162505148
702	0.1161326818
703	0.1159898456
704	0.1158518245
705	0.1157440428
706	0.1155987526
707	0.1154257412
708	0.1153342455
709	0.115230851
710	0.1151121406
711	0.1150044588
712	0.1149073204
713	0.1148142768
714	0.1146987195
715	0.1146476571
716	0.1145302593
717	0.114410379
718	0.1143475604
719	0.1142301626
720	0.1140553964
721	0.1139404168
722	0.1137937213
723	0.1137622122
724	0.1136463552
725	0.1134992959
726	0.1133969857
727	0.1132414302
728	0.1131327497
729	0.1129605372
730	0.1129290067
731	0.112775948
732	0.1127366132
733	0.1126141434
734	0.112505413
735	0.1123846695
736	0.11225976
737	0.1121840154
738	0.1120717823
739	0.1119781038
740	0.111875016
741	0.1117109786
742	0.1116756031
743	0.1115664018
744	0.1114490468
745	0.111420491
746	0.1112776333
747	0.1111790468
748	0.1110898268
749	0.1109845419
750	0.1109613291
751	0.1107883462
752	0.1107208552
753	0.1106391468
754	0.110491424
755	0.1103802467
756	0.1102893146
757	0.1101523993
758	0.1100217758
759	0.1099000407
760	0.1098712709
761	0.1097525605
762	0.1096526543
763	0.1095579913
764	0.1094208406
765	0.1092990128
766	0.1091267932
767	0.1089908338
768	0.1088336162
769	0.1087089421
770	0.1086103342
771	0.1084555349
772	0.1083291274
773	0.1081654824
774	0.1081380037
775	0.1080086928
776	0.107896317
777	0.1077731196
778	0.1076672426
779	0.1074611526
780	0.1073121244
781	0.1071737324
782	0.1070931512
783	0.1069439089
784	0.1068215105
785	0.1067426128
786	0.1066351093
787	0.1065506545
788	0.1064670129
789	0.1064091808
790	0.1063246546
791	0.1062327024
792	0.1060741366
793	0.1059557329
794	0.1058551419
795	0.105742652
796	0.1055720803
797	0.1054623512
798	0.1053072023
799	0.1051532876
800	0.1051289191
801	0.1049741056
802	0.1048818038
803	0.1048580988
804	0.1047205343
805	0.1046018168
806	0.1044894197
807	0.1043400918
808	0.104254032
809	0.1041227379
810	0.1040997249
811	0.1040229102
812	0.1039076881
813	0.1038209007
814	0.1037632183
815	0.1036423892
816	0.1034932112
817	0.1033357154
818	0.1032323708
819	0.1032100925
820	0.1030778283
821	0.1029567852
822	0.102800388
823	0.1027216829
824	0.1026003759
825	0.1024971383
826	0.1024138962
827	0.1022222161
828	0.1020891672
829	0.1019922143
830	0.1018713425
831	0.1017326651
832	0.1015294999
833	0.1014741075
834	0.1013800865
835	0.1012986349
836	0.1012664695
837	0.1011969168
838	0.1011046579
839	0.1010078833
840	0.1008974622
841	0.1008086345
842	0.100727718
843	0.1005369724
844	0.1004441499
845	0.1003257106
846	0.1001844081
847	0.1001063022
848	0.1000442113
849	0.1000220685
850	0.09992178426
851	0.09983649483
852	0.09972184348
853	0.09960717785
854	0.09952304407
855	0.09950424701
856	0.09941703864
857	0.09933505208
858	0.09925414982
859	0.09916510812
860	0.09905456572
861	0.09903857216
862	0.09895052917
863	0.0989116082
864	0.09882840892
865	0.09869320563
866	0.09858846285
867	0.09851843222
868	0.09840472249
869	0.0983116289
870	0.09823801719
871	0.09815922648
872	0.09801097583
873	0.09794784339
874	0.09783200785
875	0.09775522169
876	0.09761006702
877	0.09753327372
878	0.09745612374
879	0.09734932648
880	0.0972555552
881	0.09715348039
882	0.09702175117
883	0.09687106795
884	0.09676685307
885	0.09665949225
886	0.0965553487
887	0.0964500067
888	0.09643130951
889	0.09630072167
890	0.09619413129
891	0.0960778392
892	0.0959811788
893	0.09584062531
894	0.09572182932
895	0.09558195352
896	0.09546771591
897	0.09537435837
898	0.09528132898
899	0.09511655689
900	0.09501324797
901	0.09499721875
902	0.09488995067
903	0.09476438489
904	0.09466177507
905	0.09454034678
906	0.09447286997
907	0.09435092807
908	0.09420864824
909	0.0941073938
910	0.09399416916
911	0.09389790824
912	0.09374787418
913	0.09368604006
914	0.09360167801
915	0.09352132504
916	0.09338585068
917	0.09330305801
918	0.09317933984
919	0.0930764946
920	0.0929376175
921	0.09277664049
922	0.09267496517
923	0.09250664767
924	0.09241244836
925	0.09234193978
926	0.09222976378
927	0.09215397632
928	0.09201890144
929	0.09193767817
930	0.09191039212
931	0.09188233563
932	0.09180211107
933	0.09165785523
934	0.09155451778
935	0.09142455769
936	0.09137296744
937	0.09125325835
938	0.09116788332
939	0.09104175398
940	0.09095155663
941	0.09082489228
942	0.09075995504
943	0.09069252103
944	0.09067541464
945	0.09057981002
946	0.09046674232
947	0.090389521
948	0.09035466619
949	0.09029420886
950	0.09020685782
951	0.09019336816
952	0.09009675057
953	0.09004212139
954	0.08995115361
955	0.08987135707
956	0.08977690809
957	0.08969174707
958	0.08954446658
959	0.08944807726
960	0.08930161
961	0.08924985567
962	0.08909158943
963	0.08899579933
964	0.08892133159
965	0.08884406747
966	0.08881058231
967	0.0886426857
968	0.08854036122
969	0.0884535024
970	0.08834111239
971	0.08828574132
972	0.08823792474
973	0.08814656461
974	0.08807538547
975	0.08797173413
976	0.08786414504
977	0.087775032
978	0.0877525968
979	0.08772832113
980	0.08771654355
981	0.08764703366
982	0.08758370148
983	0.08750076615
984	0.08736417894
985	0.08726913787
986	0.08719911437
987	0.08711786257
988	0.08705430925
989	0.08698905813
990	0.0869305554
991	0.08676235918
992	0.0867395887
993	0.08666893744
994	0.08660152483
995	0.08650111929
996	0.08639480712
997	0.0863235495
998	0.08621393447
999	0.08619255505
