SVM_accuracy_mean,SVM_accuracy_std,SVM_auc_mean,SVM_auc_std,SVM_f1_mean,SVM_f1_std,DT_accuracy_mean,DT_accuracy_std,DT_auc_mean,DT_auc_std,DT_f1_mean,DT_f1_std,KNN_accuracy_mean,KNN_accuracy_std,KNN_auc_mean,KNN_auc_std,KNN_f1_mean,KNN_f1_std,LR_accuracy_mean,LR_accuracy_std,LR_auc_mean,LR_auc_std,LR_f1_mean,LR_f1_std,RF_accuracy_mean,RF_accuracy_std,RF_auc_mean,RF_auc_std,RF_f1_mean,RF_f1_std,GBM_accuracy_mean,GBM_accuracy_std,GBM_auc_mean,GBM_auc_std,GBM_f1_mean,GBM_f1_std,XGBoost_accuracy_mean,XGBoost_accuracy_std,XGBoost_auc_mean,XGBoost_auc_std,XGBoost_f1_mean,XGBoost_f1_std,LightGBM_accuracy_mean,LightGBM_accuracy_std,LightGBM_auc_mean,LightGBM_auc_std,LightGBM_f1_mean,LightGBM_f1_std,CatBoost_accuracy_mean,CatBoost_accuracy_std,CatBoost_auc_mean,CatBoost_auc_std,CatBoost_f1_mean,CatBoost_f1_std,NaiveBayes_accuracy_mean,NaiveBayes_accuracy_std,NaiveBayes_auc_mean,NaiveBayes_auc_std,NaiveBayes_f1_mean,NaiveBayes_f1_std,LinearSVM_accuracy_mean,LinearSVM_accuracy_std,LinearSVM_auc_mean,LinearSVM_auc_std,LinearSVM_f1_mean,LinearSVM_f1_std,AdaBoost_accuracy_mean,AdaBoost_accuracy_std,AdaBoost_auc_mean,AdaBoost_auc_std,AdaBoost_f1_mean,AdaBoost_f1_std,MLP_accuracy_mean,MLP_accuracy_std,MLP_auc_mean,MLP_auc_std,MLP_f1_mean,MLP_f1_std
75.07246376811595,4.5508169472775615,73.44477207941739,3.615878227338228,79.59419223354915,4.628153221283254,81.15942028985508,4.3958698226385815,81.27252721247767,4.78861148964288,83.2068009496175,3.8480465203334333,68.40579710144927,4.863177314655802,67.40537740998458,4.545634230387287,73.41335196344477,4.843049294824387,85.79710144927535,2.4934276136355438,86.20795249756036,2.2331741499053512,86.74723571135304,2.6882406972440163,86.52173913043478,1.4921203102879694,86.46862998407695,1.3200081164808335,87.91884141929496,1.599657205846414,86.08695652173913,1.9658927487319593,86.15905988848304,2.2176227739406076,87.24037708821524,2.2715799951877202,86.08695652173914,2.3989775880067894,86.04682541071097,2.642105438954406,87.31889175277863,2.6551939814462884,86.66666666666669,2.273099585704077,86.53014930123335,2.6946730639493977,88.08606676324446,2.0364118142087406,87.10144927536231,1.7985034269551972,87.13601740779771,1.6203380610808344,88.30649775053037,2.115669836663791,84.78260869565217,1.2962712913042278,84.49242678603441,1.1892388772735214,86.62420359085317,1.6085713366191488,85.65217391304347,3.019227051594154,86.51780558722226,2.5417853513833473,86.24938558907974,2.9431630176980597,87.10144927536231,1.405124596352557,87.35318621032592,1.2641037031992715,88.22983513234949,0.8977805999021218,79.85507246376812,1.5474026452219298,79.65125564841048,1.3784655584902603,81.96501340775194,2.0736709083675176
74.63088718510406,3.6857833218601166,74.54504362697973,3.7974042172490723,76.42218435645829,2.6845687093429125,80.43738590726542,1.7036189004541176,80.3499008145836,1.7002273602430278,80.2889763726539,1.889941741838453,68.4746257758306,2.643302895155612,68.42837181982004,2.686164409085141,69.58568417201903,2.302372898063052,85.75100401606426,1.6735031481009903,85.70598269262598,1.6414016685798178,85.12945637881127,1.6862314367713829,88.76597298284045,1.5215207231063563,88.75447284755296,1.446800253449843,88.63901775506676,1.3137611595772416,86.47024461482292,1.6304215324082785,86.52271093541877,1.6094882458108881,86.16094085911624,1.3505589794308301,86.47024461482292,2.4474212682984327,86.48364759740383,2.391126300700786,86.37515563370435,2.0931949563590138,86.10660825118656,3.1408682498489138,86.13098402694766,3.131058254607483,86.0317418771011,2.9248768473548936,87.55458196422052,2.5818111974928186,87.53176164587029,2.5209076008456357,87.41386521662973,2.373995405296489,84.65644395764878,2.219374589155373,84.57961946768987,2.3221373518222137,85.29124908886467,1.6066034213794311,86.35414384811975,1.337651119058822,86.36920632740583,1.3593826726600775,85.47780112333321,1.4911689767678875,85.62833150784958,1.4929102118885997,85.66424320060277,1.551889224588165,85.48357504987527,1.6694278632931232,81.39978094194961,1.6536369651260425,81.53184520963268,1.5930921076411346,81.55905415845459,2.0892097513921484
74.27353195164076,2.142129419946505,74.38638194826368,2.2566701553844335,75.54417785564469,1.9509721439460816,79.15155440414507,2.9424680692825467,79.15434404846845,2.942773258658042,79.01918114880381,3.2731751089645043,69.2940414507772,1.4540696356071678,69.26868020166799,1.5812871012896472,70.02848843316968,1.1235670999555434,85.89270293609671,1.5104257070350502,85.93743085301338,1.514627075385395,85.26727415837762,1.918793589448635,87.76068652849742,2.1064686428298236,87.79813593822232,2.0824877269707134,87.63194836434633,2.0756129766155973,86.41245682210707,2.91304915365042,86.45066849940447,2.8921815809692926,86.11217137789575,2.961632239254182,86.09995682210707,3.5187260826950775,86.07533476765124,3.4829200069765225,86.11994819779667,3.309721746508196,86.7233376511226,3.026444016535145,86.7021637326745,3.021744012601893,86.60175659632097,3.2092867824463966,87.34617875647668,3.637776716269783,87.38817474830849,3.630993969589241,87.18313929708603,3.6193779427088297,84.33290155440415,2.2346342949032856,84.34049979027685,2.3477787890524073,85.04850989784278,1.9103802395220864,86.20466321243524,1.8904818030215587,86.22812325252424,1.8315273565928596,85.31467913514192,2.112390495904558,84.33613989637306,1.9213931903684933,84.34793053210095,1.9527359408306542,84.1817364000961,2.1794689555994013,80.70433937823834,1.8181177757144968,80.7778545092124,1.6892842909445946,80.39967970534836,1.491103981556458
74.17893870835047,4.502749858563174,74.15627492336482,4.410674007311587,75.15178763746252,5.132475709944939,80.25174825174825,2.281890023104216,80.26782031895895,2.2813470391158974,80.31058958065313,2.6087229960691314,71.55532702591526,5.130382851473874,71.53617260700219,5.100289695834192,71.81633668851714,5.735698530062207,85.50884409707939,2.486587158379639,85.53141892072261,2.494812855480475,84.84608937084187,3.0057249680924927,87.22788975730153,2.1702935827837817,87.28264480605634,2.139627398044438,86.98050307813902,2.313490868782065,86.77622377622377,2.920372294176428,86.80440985087223,2.894988215403477,86.45246080903972,3.156089401529463,86.59481694775813,2.613533970415734,86.68808800405137,2.563367265062724,86.5245791589896,2.7135094804069735,86.59358288770053,2.2859451723197086,86.63919578208493,2.2550892145115893,86.46205241786637,2.4557007064695173,87.40888523241465,2.6471962254071886,87.44206230219393,2.6316872152616875,87.15255795719791,2.9287902704567994,83.96256684491978,3.0835228397161303,83.99337716493417,3.0369160003589277,84.46068920483171,3.221922098775385,85.96338955162483,3.1631258309425037,85.99933121368505,3.120100810718211,84.9817490310112,3.5542046146586133,85.41546688605513,2.7278062556040505,85.4734735954311,2.7028444210182063,85.1573555642978,2.900207336985231,81.25051419169067,1.41242233453177,81.250307087249,1.409466606732836,81.39821230453828,1.4721738895277392
75.19983158440212,2.7473703064787975,75.20150521269342,2.9059952564534215,76.46592860726132,1.9326234839466625,82.85043399404067,1.928602765642196,82.8374130424834,1.9153476411663957,82.78319158422329,2.189281438096242,70.29051690633501,2.0644396256944293,70.41635820820898,2.1954702445296985,70.79095156000557,1.7418572548333968,85.58653970721596,1.5658946617897969,85.64745477107306,1.5711040511408603,84.96579370913093,1.5633387478993965,89.37265189791424,1.4029975376521862,89.41124802727438,1.4625063529652518,89.16612901048474,1.5512234577106647,88.80975514963077,1.8177649241708609,88.85405448925488,1.8037001767291228,88.52977092944816,1.8669705865634847,88.64781707475062,0.9592927257971536,88.6737642211407,0.9708197767140504,88.53857761089327,0.9314270735506561,87.92395388003627,2.296661340010903,87.96041323400173,2.3123197508814575,87.81173555109214,2.410012244908151,88.809431273481,1.4163110324346677,88.80241868358658,1.3993566873830152,88.62638614427011,1.5155495309197924,84.30172302111671,1.6460382001471696,84.28465746146179,1.6514589997873121,84.71088975019383,1.8522477107366806,85.98976551366758,1.4522682395812865,86.03595733379792,1.3547150660134284,85.16674599576304,1.2670108990748454,86.87880554475969,2.073462496868992,86.91319671325107,2.0473415883504194,86.554458064722,2.139768900919128,83.4168933799715,1.6451399254267332,83.60469676258417,1.613031743235379,82.96891231373297,1.7187142528232602
75.65217391304347,2.763141444193855,75.60568456899479,2.742732072781497,76.50236785459946,3.6283292278730728,83.84057971014492,2.263840485770044,83.82665576465914,2.282464036098375,83.97116964639339,1.926923540007856,72.2463768115942,2.1569385603097406,72.18394115510574,2.1620293655360148,72.82216118334142,3.0339149696161085,86.95652173913044,0.9448119427829917,86.92836832421615,0.8751177410385965,86.51702479395989,0.6365744690608955,88.84057971014492,1.5609173354013046,88.81589045055284,1.5496643334772318,88.69727316800355,1.6862651132290982,87.46376811594203,1.0400507314787892,87.42924986389808,1.029746301399771,87.16186893800355,1.0997348944001863,88.04347826086956,1.9034674690672004,88.02267157710372,1.919677264987126,87.95241688668378,2.1520150412007597,88.40579710144928,1.4125788905520262,88.38133300839263,1.4031662822135522,88.30040597659212,1.5057781071413754,88.76811594202898,1.652428152317591,88.75280733427499,1.6331561368401974,88.61746409990346,1.7683276482544066,84.85507246376812,1.0093034983466764,84.84028432977058,1.0488427255304391,85.27519272896477,0.7630824696195538,86.52173913043478,1.2211811265472987,86.48484896406299,1.1338363770302287,85.78140556266773,1.0999130424725134,87.46376811594203,1.9254101819690463,87.43347656147434,1.8599184727527889,87.23370896268425,1.8893664468180114,85.21739130434783,1.795581404835343,85.24952029600938,1.765456774023745,85.25461058737508,1.9830579671672468
76.2836546812576,2.192598322726958,76.27900672250959,2.2526269358727826,77.11563838220631,2.155940484486761,83.7285044293903,1.1887766371992463,83.7676460604192,1.2058598668231635,83.76113287706258,1.093664262933931,72.52952926871636,0.615122906893606,72.5247281728505,0.6380834942829754,73.00879207107548,1.2350040759917293,86.10105089456314,1.9162273795272189,86.1249862716042,1.807899958464768,85.64676119318551,1.6932784897026991,89.85626194198368,2.249519783130525,89.9133078376343,2.2116742260594777,89.77090587049572,2.1978872979694484,88.27579468473162,2.369963728247283,88.3467434981897,2.289174465759611,88.03313978344178,2.3400775439229715,88.34071565051241,2.445642210294234,88.41965421327312,2.4266366863465367,88.24260045997961,2.417869267208096,88.73566961959354,1.6791882717099866,88.80725097247965,1.6593543894339609,88.68262843659622,1.656264433948826,89.26350529789822,2.1821579308006425,89.3221015540155,2.1293434635182784,89.13349153294791,2.1459032456674265,85.04755080771234,1.646958421004445,85.10576252241981,1.7445488915110583,85.45624723812605,1.4027693885407404,86.36616293208267,2.7224492167550496,86.38966208718209,2.527210382523731,85.65326012595531,2.516619533181697,86.49600486364426,2.066187352694833,86.52740229171876,2.062930890697619,86.39249408962814,1.916713255283111,83.66532047941637,3.5663874412083914,83.63937636010633,3.7508640722191275,84.17264393535729,2.7484676871805425
75.23987187420376,1.7719310564495847,75.20085858367393,1.7447157737903458,76.3501170935138,2.1533705429363335,84.90299566847452,0.9222673367533782,84.85297604591948,0.9004463879205211,85.02468194331503,1.4336879372187163,73.368034069814,1.681009000430602,73.31967331698802,1.655278758975654,74.20371809083956,2.3845293708386093,86.05194190659921,1.1516028493876873,86.03989743298268,1.05717474142366,85.46525749269108,1.2307559366252643,90.88177483347287,0.3486142318427124,90.8924084794968,0.33444388154956717,90.82740403992065,0.30409255808647656,89.06908601172059,0.8521357760029094,89.06415688810017,0.9110082598488575,88.91100231176516,0.9593488082362137,88.94878608087939,0.9718608300580432,88.93578731842109,1.0355911786937986,89.011579469162,0.7934253584504789,90.33705820259893,1.0195617329704434,90.30200595453401,1.1020318895127628,90.29967660174687,1.1469298131475334,89.97524842572707,0.5948646683058438,89.98171705433577,0.6424991321294898,89.93910021888583,0.6672351797652053,84.35973501255779,1.1705898875366472,84.33007603420923,1.190554538501907,84.701478364235,1.6170809376674669,85.81043206056854,1.2799407033269627,85.79692620348848,1.1081594549200997,84.99280714019773,1.0940443983001142,87.43857605649183,1.4068553439963434,87.37050592859768,1.4694731289974978,87.1477952798703,1.1310420224619615,84.4199759764132,1.427952403268151,84.30022322932464,1.4554243082239855,84.32753108882851,2.498689804712381
76.31020370053376,0.6721769591435833,76.31856322115661,0.6727326455943314,77.08302296125942,1.2065517852211887,86.56650223308071,1.2611877332739188,86.54748539709047,1.23877227442359,86.83464920374118,1.3119404254378488,73.35569007640714,1.263886857192438,73.3287393690308,1.3596640268299276,74.25319956132917,0.3415132087071795,86.2879507010473,0.8829348488519292,86.2916902238768,0.7597270787038125,85.62792544120302,0.45997650205201485,91.69511834549728,1.2596706664011752,91.71069113281037,1.2388039323316824,91.62586521304176,1.401993659833503,89.35357370722521,0.4414932049389835,89.35702307839925,0.5021527628371145,89.05667923692329,0.7653281877374929,90.69171036865283,1.4128675496845358,90.70926161917939,1.4132608513771223,90.64962426244718,1.5938552769571679,90.85868567249187,1.2487951174791683,90.88964811075766,1.234853393046146,90.83485843058371,1.4364873956352096,90.91346228661241,1.2588436394453635,90.93753128376726,1.2651524648137178,90.82008687326012,1.4013544164747427,84.67110689220523,1.505306922365985,84.7001229044125,1.5403320393860165,84.92751615076403,1.2952808421809192,86.23270724078367,0.9477689595319829,86.22726068169256,0.825671474805372,85.40460144144282,0.6308959442994836,87.06836183688395,0.8686355225255092,87.05864495056164,0.8054186012334417,86.74429943473805,0.737268944088666,85.61896017802398,1.0914719499982932,85.57383585824986,1.0851115393943644,85.51002480014358,0.56780736511449
76.32124352331606,1.956601822642407,76.36796437890364,2.0727085615810013,77.26292460682195,2.1621167633977247,86.68393782383419,1.306686032426786,86.68351030628806,1.3267246646224176,86.69469851073315,1.5772627752223407,72.74611398963731,1.1746926475393416,72.8160772850184,1.2153947812585788,73.35578685216962,1.059621569012766,86.16580310880828,1.754021852830132,86.1847754863161,1.656908644322714,85.61416179953281,1.7077108224711128,91.19170984455958,0.7141994172067498,91.21620539223537,0.6836850136791628,91.17349432655514,0.6812114136131413,89.27461139896373,1.7231387718462043,89.32150616844893,1.6686413601182626,89.10714776931684,1.7470427982304308,90.5699481865285,1.3864340062445244,90.62350723916882,1.3514510374877462,90.63447669365183,1.3375748909259317,91.03626943005182,1.4526265045467561,91.07344808861025,1.4342955661188634,91.042784771573,1.4365945109384222,90.36269430051813,1.4782738463924452,90.4039156875988,1.4230573157658803,90.32057393400189,1.4746829856421344,84.81865284974091,1.2859765436259951,84.86181286475998,1.2747621843347017,85.15098686348261,1.5280787517929966,86.42487046632124,1.9906085712226467,86.43933601860752,1.8845119281612057,85.64910042429645,1.9817122441065531,86.99481865284973,1.8348115243135505,87.01085050960651,1.7963682443434208,86.7051504238059,1.8957571065937922,85.90673575129534,2.4445857227120076,85.91466610855389,2.4204795305669053,86.20655419106103,1.7143894464370275
