iter	Logloss
299	0.3040281137
300	0.3036976059
301	0.3035073082
302	0.3032505115
303	0.3028783798
304	0.3025083145
305	0.30217278
306	0.3018793464
307	0.3017388582
308	0.3014068802
309	0.3011753956
310	0.3009793162
311	0.3006048799
312	0.3003444672
313	0.2999773224
314	0.2997500499
315	0.2995611032
316	0.2992386023
317	0.2989771167
318	0.29845649
319	0.2981729507
320	0.2979282737
321	0.2975155512
322	0.2972958088
323	0.2970489661
324	0.2967800697
325	0.2966742317
326	0.2964637677
327	0.2961374124
328	0.2958496213
329	0.2955971956
330	0.2952105403
331	0.2949921687
332	0.2948407729
333	0.2946534952
334	0.2945064306
335	0.2943285306
336	0.2942461173
337	0.2939567169
338	0.2937121391
339	0.293420136
340	0.2929438551
341	0.2927472989
342	0.2925123374
343	0.2923099796
344	0.2918282747
345	0.2916754285
346	0.2914350828
347	0.2912331422
348	0.2910001278
349	0.2906225721
350	0.2904361288
351	0.2900476654
352	0.2898385922
353	0.2893399
354	0.289136072
355	0.2889278332
356	0.2887971799
357	0.2884372274
358	0.2884137233
359	0.2881592909
360	0.2879193425
361	0.2877051036
362	0.2874641617
363	0.2871425947
364	0.2868980169
365	0.286690712
366	0.2865972916
367	0.2862943212
368	0.2859423955
369	0.2856948376
370	0.285526077
371	0.2853736083
372	0.2851207654
373	0.284916242
374	0.2844675581
375	0.2842274308
376	0.2840663592
377	0.2837733428
378	0.283465902
379	0.2832522392
380	0.282970945
381	0.2827307979
382	0.2824646235
383	0.2822284301
384	0.2820257743
385	0.2818821271
386	0.2816400131
387	0.281509618
388	0.2812548478
389	0.2808751265
390	0.2805761099
391	0.2802377144
392	0.2799104055
393	0.2796958486
394	0.2794828812
395	0.2793825865
396	0.2792056799
397	0.2790412505
398	0.2789296707
399	0.2785157164
400	0.2782553633
401	0.2781107028
402	0.2779578368
403	0.2778408527
404	0.2775197426
405	0.2774006526
406	0.2769431671
407	0.2767727375
408	0.2766443094
409	0.2763428688
410	0.2761525512
411	0.2760146459
412	0.2757456899
413	0.2753997048
414	0.2749898831
415	0.2747791807
416	0.2747497956
417	0.2744230827
418	0.2743287484
419	0.2741179069
420	0.2739018997
421	0.2736934225
422	0.2733064493
423	0.2732165456
424	0.2729850809
425	0.2728181283
426	0.2727037271
427	0.272436897
428	0.2721002102
429	0.2718695402
430	0.2716180285
431	0.2714922428
432	0.2714686791
433	0.2713649273
434	0.2711275816
435	0.2708399892
436	0.2706300815
437	0.2703785499
438	0.2701565623
439	0.2698711952
440	0.2696711222
441	0.2695566018
442	0.26945738
443	0.2692293723
444	0.2690508366
445	0.2686767181
446	0.2684741815
447	0.268255353
448	0.26808544
449	0.2678159277
450	0.2675962448
451	0.2673443556
452	0.2669814428
453	0.2667881648
454	0.2665684819
455	0.2661931117
456	0.2659363349
457	0.2657662233
458	0.2656327089
459	0.2655404806
460	0.265220205
461	0.2650250196
462	0.2648138007
463	0.2647750974
464	0.2646767696
465	0.2645128568
466	0.2643043796
467	0.2641676863
468	0.2639395396
469	0.2636939486
470	0.2634647687
471	0.2632955114
472	0.2630707026
473	0.262637337
474	0.2625147502
475	0.2621755997
476	0.2619798978
477	0.261789302
478	0.2617494663
479	0.2615080873
480	0.2614044944
481	0.2611501217
482	0.2609516382
483	0.260781467
484	0.2604852915
485	0.2602694829
486	0.2601459424
487	0.2599976858
488	0.2598587871
489	0.2596216003
490	0.2592840791
491	0.2591839035
492	0.2589211464
493	0.258814315
494	0.2584755023
495	0.258321166
496	0.2580594619
497	0.2579400539
498	0.2577364842
499	0.2575997114
500	0.2573083242
501	0.2572372754
502	0.2570433219
503	0.2569103837
504	0.2567611535
505	0.2566417853
506	0.2564293941
507	0.2562973698
508	0.2561712265
509	0.2560318708
510	0.2558726867
511	0.2556036115
512	0.2552894751
513	0.2551532388
514	0.2549014091
515	0.2548001806
516	0.2545976639
517	0.2543009917
518	0.254140238
519	0.254021585
520	0.253819267
521	0.253627638
522	0.2535351117
523	0.2533008258
524	0.2530618906
525	0.2530181408
526	0.2529265086
527	0.2527742386
528	0.2526195447
529	0.2524064779
530	0.2522651354
531	0.2519200246
532	0.251788497
533	0.2516313791
534	0.2513639927
535	0.2511647145
536	0.2507484158
537	0.2504421075
538	0.2501723766
539	0.2500826518
540	0.2499435345
541	0.249799033
542	0.2494015495
543	0.2493230303
544	0.2491022348
545	0.2488452792
546	0.2487310966
547	0.2486629486
548	0.2485536337
549	0.2483483156
550	0.2481377125
551	0.2479735613
552	0.2477237384
553	0.2475953499
554	0.2473185062
555	0.2471451759
556	0.2470592658
557	0.2469470501
558	0.2468774915
559	0.2467356523
560	0.2464670936
561	0.2464058399
562	0.2461764018
563	0.246099472
564	0.2459590038
565	0.2457204262
566	0.2455565532
567	0.2454684575
568	0.2451721827
569	0.2447956403
570	0.2447048823
571	0.2445998192
572	0.2445312142
573	0.2444029252
574	0.2442067266
575	0.2440977891
576	0.2438288331
577	0.2435224454
578	0.2433776061
579	0.243173639
580	0.2430295547
581	0.2428738674
582	0.2428076267
583	0.242700696
584	0.2424213489
585	0.242180268
586	0.2420210441
587	0.2418519457
588	0.2416582108
589	0.2414936622
590	0.241014123
591	0.2408377528
592	0.2406906287
593	0.2405891816
594	0.2402867874
595	0.2401411136
596	0.2399880091
597	0.2398060163
598	0.2395808697
599	0.2393808365
600	0.2392595212
601	0.239078482
602	0.2389266292
603	0.2388077577
604	0.2383690675
605	0.2381611665
606	0.237937212
607	0.237795194
608	0.2375331918
609	0.2372442683
610	0.2370280226
611	0.2368997733
612	0.2367897828
613	0.2366324663
614	0.2365733584
615	0.2363605102
616	0.2362313271
617	0.2361392975
618	0.235907197
619	0.2355983853
620	0.2353989681
621	0.2350956996
622	0.2348860105
623	0.2347401381
624	0.2346401612
625	0.2345102032
626	0.234357357
627	0.2340670824
628	0.2338567575
629	0.2337283492
630	0.233577768
631	0.2333641251
632	0.2331096729
633	0.2330496907
634	0.2327997287
635	0.2327464422
636	0.2324349284
637	0.2322470744
638	0.2321128448
639	0.2319246729
640	0.23172158
641	0.2315174341
642	0.2311766545
643	0.2309743166
644	0.2309148908
645	0.2308350603
646	0.2306420406
647	0.2305426796
648	0.2304496368
649	0.2303163409
650	0.2301091154
651	0.2299598058
652	0.2296402852
653	0.2294879357
654	0.2292425434
655	0.2291575074
656	0.2289743423
657	0.2288660208
658	0.2286582192
659	0.2285628716
660	0.2284525633
661	0.2283104062
662	0.2281172474
663	0.2280357679
664	0.2278132041
665	0.2275951306
666	0.2275108894
667	0.2273539106
668	0.2272882263
669	0.2270779212
670	0.2268527746
671	0.2267743349
672	0.2266136607
673	0.226514856
674	0.2264367739
675	0.2262983322
676	0.2262842655
677	0.2261900504
678	0.2259856661
679	0.2257206043
680	0.2257041931
681	0.2255636056
682	0.2254717747
683	0.225289464
684	0.2250532707
685	0.2248019775
686	0.2247452339
687	0.2245684266
688	0.2243512074
689	0.224222064
690	0.2241084178
691	0.2238128781
692	0.2236440976
693	0.2234963576
694	0.2233065764
695	0.2231837114
696	0.2228399714
697	0.2225395242
698	0.2224443356
699	0.2222577333
700	0.2221272786
701	0.2220384081
702	0.2218018373
703	0.2216414412
704	0.2214216789
705	0.221170485
706	0.2209503452
707	0.220830361
708	0.2207449079
709	0.2206668456
710	0.2205731471
711	0.2204628189
712	0.2202888529
713	0.2199304104
714	0.2198324601
715	0.2196258903
716	0.2194420099
717	0.2192675273
718	0.2191179593
719	0.2189421058
720	0.2188182871
721	0.2187374234
722	0.2186335723
723	0.2184750636
724	0.2183025678
725	0.2180139224
726	0.2178382476
727	0.2175851663
728	0.2174328367
729	0.2171882788
730	0.2170227567
731	0.2168832819
732	0.2165409525
733	0.2163886229
734	0.2161256075
735	0.2160333594
736	0.2158651749
737	0.2157474955
738	0.2154998779
739	0.2152803739
740	0.2151636879
741	0.2147706747
742	0.2145778338
743	0.2144203583
744	0.214355588
745	0.2141631444
746	0.2138879895
747	0.2137452364
748	0.2135941585
749	0.2133979003
750	0.2132254839
751	0.2130798101
752	0.2129521767
753	0.2127455076
754	0.2126290003
755	0.2124553919
756	0.212263147
757	0.2122086485
758	0.2119777997
759	0.2117647727
760	0.2115762631
761	0.2113010486
762	0.211119771
763	0.2110847235
764	0.2110419273
765	0.2108680407
766	0.210828344
767	0.2106443644
768	0.2103371421
769	0.210078001
770	0.2099587123
771	0.2098161379
772	0.2097127835
773	0.2096257607
774	0.209449927
775	0.2093374729
776	0.2090882063
777	0.2089078029
778	0.208785216
779	0.2086251775
780	0.2084811131
781	0.2081552744
782	0.2080408136
783	0.2078741193
784	0.2076938947
785	0.2074032227
786	0.2071680228
787	0.2070447206
788	0.2068888744
789	0.2065538565
790	0.2063102126
791	0.2061312397
792	0.2059508165
793	0.2057991028
794	0.2055927912
795	0.205336988
796	0.205172499
797	0.2050497929
798	0.2049087087
799	0.2048415343
800	0.2047083974
801	0.2045759757
802	0.2043728034
803	0.2041918039
804	0.2039593657
805	0.2037478884
806	0.2036303878
807	0.2035991549
808	0.2034035921
809	0.2032858133
810	0.2031471729
811	0.202920715
812	0.202766041
813	0.202566723
814	0.2024908264
815	0.2022733887
816	0.2022067308
817	0.2020626267
818	0.2018847466
819	0.2017357548
820	0.2016086777
821	0.2014930844
822	0.2013914188
823	0.2012752295
824	0.2011744976
825	0.2009661992
826	0.2008093993
827	0.2005087137
828	0.2004272143
829	0.2002587914
830	0.199920098
831	0.199801147
832	0.1996007959
833	0.1993772586
834	0.1992643873
835	0.1990617911
836	0.1989283959
837	0.19877853
838	0.1986388564
839	0.1985687017
840	0.1984120806
841	0.1982958913
842	0.1979649464
843	0.1977226337
844	0.1975508134
845	0.1973736684
846	0.1972410281
847	0.1972164313
848	0.19700104
849	0.1967550317
850	0.196592927
851	0.196446379
852	0.1963788668
853	0.1962647239
854	0.196154654
855	0.1959187587
856	0.1956543724
857	0.1955807209
858	0.1954162916
859	0.1952153444
860	0.1949599783
861	0.1947763364
862	0.1944408218
863	0.194282492
864	0.1940292915
865	0.1938691338
866	0.1937524875
867	0.1935542822
868	0.1933674018
869	0.1932499409
870	0.1930988034
871	0.1929936806
872	0.1927743753
873	0.1925977071
874	0.1924955646
875	0.192298611
876	0.1922007998
877	0.1920872927
878	0.1919738054
879	0.1918553313
880	0.1916994254
881	0.1915723483
882	0.1913718184
883	0.1912192901
884	0.1910154819
885	0.1909583608
886	0.1907936732
887	0.190682749
888	0.1905158361
889	0.1903714339
890	0.1901680628
891	0.190048337
892	0.1898240447
893	0.1897353729
894	0.1896230777
895	0.1895088553
896	0.1892861128
897	0.1892141104
898	0.189002037
899	0.188794295
900	0.1886265079
901	0.1885292331
902	0.1883610884
903	0.1881591678
904	0.1878919999
905	0.1877746185
906	0.1875144045
907	0.1874400775
908	0.1873188019
909	0.1870283286
910	0.1868910591
911	0.1867886583
912	0.1866678198
913	0.1864982049
914	0.1863406499
915	0.1862055659
916	0.1860335271
917	0.1858828266
918	0.1857009331
919	0.185395956
920	0.1852858067
921	0.1851925055
922	0.1850360831
923	0.1848877668
924	0.1847561598
925	0.1845822334
926	0.184465607
927	0.184312582
928	0.184104979
929	0.1839429935
930	0.1837541858
931	0.1836281617
932	0.1835077802
933	0.1833489736
934	0.1832638582
935	0.1829799016
936	0.1828631759
937	0.1826648712
938	0.1825427413
939	0.1823658148
940	0.1821897427
941	0.1820474068
942	0.1819412311
943	0.181735754
944	0.1816243331
945	0.1815396746
946	0.1813558737
947	0.181266427
948	0.1811638276
949	0.1810819705
950	0.1809594433
951	0.180856506
952	0.1807106733
953	0.1804749568
954	0.1803038915
955	0.1801749667
956	0.1800429424
957	0.1798431873
958	0.1797470252
959	0.1796952287
960	0.1795399189
961	0.1792652607
962	0.1790808241
963	0.1789198716
964	0.178809464
965	0.1786783735
966	0.1785341104
967	0.178406477
968	0.1782864134
969	0.1781400045
970	0.1780354977
971	0.1778531075
972	0.1775797606
973	0.1774668097
974	0.177300175
975	0.1771691243
976	0.1770014366
977	0.1768761277
978	0.1767469446
979	0.1765676339
980	0.1764300863
981	0.1761196057
982	0.1760228078
983	0.1757821639
984	0.1756802599
985	0.1755793492
986	0.1753931046
987	0.1752515435
988	0.1750872533
989	0.1749984821
990	0.1748277942
991	0.1747324069
992	0.1745582422
993	0.174396952
994	0.1742337942
995	0.1741172473
996	0.1740051309
997	0.1738728285
998	0.1737116178
999	0.1735349894
